id_persona|fecha_relevamiento|fecha_actualizacion|tecnologia_pc_casa|tecnologia_pc_trabajo|tecnologia_pc_universidad|tecnologia_pc_otro_lugar|tecnologia_int_casa|tecnologia_int_trabajo|tecnologia_int_universidad|tecnologia_int_movil|tecnologia_int_otro_lugar|deportes|deportes_universidad|deportes_gimnasio|deportes_particular|deportes_otro_lugar|deportes_basquet|deportes_futbol|deportes_gimnasia|deportes_handball|deportes_natacion|deportes_tenis|deportes_voley|deportes_otros|nivel_idioma_ingles|nivel_idioma_aleman|nivel_idioma_frances|nivel_idioma_italiano|nivel_idioma_portugues|nivel_idioma_chino|idioma_otro|nivel_idioma_otro
56110|2021-04-09|2021-04-09|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
84247|2023-04-24|2023-04-24|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
53566|2022-06-14|2022-09-27|S|N|S|S|S|N|S|N|S|S|N|S|S|S|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51267|2013-03-22|2013-03-22|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|S|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
55038|2022-03-04|2024-03-25|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
78230|2022-12-29|2022-12-29|S|N|N|N|S|N|N|S|N|S|N|N|N|S|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
52318|2018-03-16|2018-03-16|S|N|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
77561|2022-12-14|2022-12-14|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce||Desconoce||
48785|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90231|2023-09-06|2023-09-06|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
54302|2022-08-16|2023-11-15|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|||
90186|2023-09-04|2023-09-04|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56479|2022-09-20|2023-11-23|S|N|N|N|S|N|N|N|S|S|N|S|S|N|N|S|S|S|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|||
53092|2021-11-08|2022-03-31|S|N|N|N|S|N|N|N|N|S|N|S|N|S|S|S|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Basico|Desconoce|||
90119|2023-08-31|2023-08-31|N|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
54258|2019-09-18|2019-09-18|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Basico|||||||
103632|2024-01-29|2024-01-29|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N|Basico|||||||
55525|2022-09-02|2024-03-01|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
90058|2023-08-29|2023-08-29|S|N|N|N|S|N|N|S|N|S|N|N|S|S|N|S|S|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
78643|2023-02-09|2023-02-09|S|N|N|N|S|N|N|S|N|S|N|N|N|N|N|S|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
48665|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52386|2010-04-07|2010-04-07|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
54756|2022-08-11|2023-11-19|S|N|N|N|S|N|S|N|S|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
55303|2021-03-15|2024-08-05|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|S|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce||no|
49574|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90196|2023-09-05|2023-09-05|S|N|N|N|S|N|N|S|N|S|N|S|N|S|N|S|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
53240|2022-09-02|2022-09-02|S|N|N|N|S|N|S|N|N|S|N|S|N|N|N|N|S|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
57234|2022-08-18|2023-12-26|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
56671|2022-11-17|2024-02-07|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
17145|2012-02-06|2013-02-06|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56776|2022-03-21|2023-12-11|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|||
67505|2022-12-06|2023-04-04||||||||||S|N|N|S|N|N|S|N|N|N|N|N|N|Bueno|||||||
102969|2023-12-13|2023-12-13|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49182|2011-08-24|2011-08-24|S|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
49511|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53126|2020-04-06|2020-04-07|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
47932|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
89995|2023-08-25|2023-08-25|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
56645|2022-03-21|2023-08-04|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
48286|2006-03-09|2007-02-16|N|N|N|N|N|N|N|N|N|S|N|N|N|S|N|S|S|N|S|N|N|S||||||||
53087|2013-04-10|2013-04-21|S|N|N|N|S|N|N|N|N|S|N|N|N|N|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
78352|2023-02-03|2024-03-02|S|S|N|N|S|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
19835|2017-04-21|2017-09-25|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48649|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55196|2022-08-17|2024-04-24|N|N|S|N|S|N|S|N|S|S|N|N|S|S|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
78286|2023-02-01|2023-02-01|S|S|N|N|S|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
17192|2022-03-08|2022-03-08|S|N|S|N|S|S|S|N|N|S|N|N|S|N|S|N|N|N|N|N|N|S|Basico|||||||
55981|2022-02-11|2022-07-18|S|N|N|N|S|N|N|N|N|S|N|N|S|N|S|S|N|S|N|N|N|N|Bueno|||||||
76110|2019-12-09|2024-03-18|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|||||||
55387|2022-02-27|2022-05-23|S|N|N|N|S|N|N|N|S|S|N|S|S|S|N|N|N|N|N|N|S|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce||ESPAÑOL|
48447|2008-03-14|2008-07-08|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N||||||||
78583|2023-02-08|2023-12-18|S|N|N|N|S|N|N|S|N|S|N|S|N|N|S|N|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce||Basico|Desconoce||
54862|2022-02-08|2023-12-27|S|N|S|S|S|N|N|N|S|S|N|S|S|N|S|S|N|N|S|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|||
50612|2003-03-01|2003-03-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54636|2022-03-28|2022-08-17|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
53660|2022-10-12|2024-02-04|S|N|S|S|S|N|S|N|S|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|||||||
50172|2003-03-06|2003-03-06|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
57265|2022-08-23|2022-08-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52355|2022-02-11|2022-06-03|S|S|N|N|S|S|N|N|N|S|N|S|S|N|N|S|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Basico|||
51168|2012-02-06|2012-02-06|S|S|N|N|S|S|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N|Muy bueno|||||||
49063|2004-02-03|2004-08-07|N|N|N|N|N|N|N|N|N|S|N|N|S|N|N|S|N|N|N|S|S|N||||||||
49042|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56675|2022-03-21|2022-08-07|S|N|N|N|S|N|N|N|N|S|N|S|N|N|S|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
41684|2022-10-27|2024-04-28|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
50363|2016-02-12|2016-02-12|S|S|S|N|S|S|N|N|N|S|N|N|S|N|N|N|S|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49598|2006-03-23|2006-04-27|N|N|N|N|N|N|N|N|N|S|S|N|N|N|N|N|S|N|N|N|N|N||||||||
53387|2018-03-02|2018-03-02|S|N|S|N|S|N|S|N|N|S|S|N|N|N|N|S|N|N|N|S|N|N|Basico|||||||
48704|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
1114|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52746|2022-09-22|2022-09-22|S|N|S|N|S|S|S|N|N|S|N|S|N|N|N|S|N|N|N|S|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
50015|2012-03-27|2013-03-11|S|S|S|N|S|S|S|N|N|S|N|S|N|N|N|S|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|||
48986|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50993|2004-04-23|2004-04-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52328|2020-03-10|2020-03-10|S|N|S|N|S|N|S|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49186|2008-03-03|2009-02-20|N|N|N|N|N|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S||||||||
54950|2022-02-06|2024-08-05|S|N|N|N|S|N|N|N|S|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
26348|2021-12-14|2023-08-28|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
56920|2022-11-14|2024-08-05|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49505|2012-08-13|2012-08-13|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
50063|2011-02-25|2011-02-25|S|S|S|N|S|S|S|N|N|S|N|N|N|N|N|S|N|N|N|N|N|S|Bueno|Desconoce|Basico|Basico|Desconoce|||
56957|2022-06-14|2023-09-12|S|N|N|N|S|N|N|N|N|S|N|S|N|S|N|N|N|N|N|N|S|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
53074|2022-08-24|2022-08-24|S|S|N|N|S|S|N|N|N|S|N|S|S|S|N|S|N|N|N|N|N|N|Basico|||||||
47708|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50488|2002-11-28|2002-11-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
47542|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
84239|2023-04-24|2023-04-24|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54556|2022-02-01|2024-03-01|S|N|N|N|S|N|N|N|N|S|N|S|N|S|N|N|S|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
55728|2022-10-28|2022-10-28|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
78511|2023-02-07|2023-02-07|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53853|2022-11-01|2024-05-28|S|N|S|N|S|N|S|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Basico|Desconoce|Bueno|Desconoce|Desconoce|||
5917|2022-03-27|2022-03-27|S|N|S|N|S|N|S|N|S|S|N|S|N|N|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56617|2022-03-21|2024-08-04|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56302|2022-09-12|2024-03-11|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
48639|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90097|2023-08-30|2023-08-30|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53094|2022-07-07|2022-11-13|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
48737|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50485|2002-11-27|2002-11-27|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
78503|2023-02-07|2024-06-24|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
53995|2022-08-25|2022-12-08|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
48868|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56858|2022-04-19|2023-12-04|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
53278|2022-09-27|2024-03-15|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
51895|2008-03-19|2008-03-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52852|2017-02-13|2017-02-13|S|S|S|N|S|S|S|N|N|S|S|N|S|N|S|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
78531|2023-02-07|2023-02-07|S|N|S|N|S|N|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Bueno|Desconoce||
56527|2022-03-03|2023-08-03|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51034|2004-04-27|2005-02-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
17187|2019-03-26|2020-03-26|S|N|S|N|N|N|S|N|N|S|N|N|S|S|N|S|N|N|N|N|N|S|Muy bueno|||||||
55563|2022-09-23|2024-02-26|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51517|2007-03-19|2007-03-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51139|2005-03-29|2005-05-24|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48288|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48078|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
35851|2022-06-21|2022-06-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
47047|2020-02-03|2020-04-07|S|N|S|N|S|S|S|N|N|S|N|N|S|N|S|S|N|S|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49936|2015-03-13|2015-03-13|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|||||||
55348|2021-03-02|2022-04-26|S|S|N|N|S|S|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
47739|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50527|2019-04-17|2019-05-16|S|S|N|N|S|S|S|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
56521|2022-06-15|2023-09-15|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49845|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52276|2010-03-25|2011-02-08|S|N|N|N|N|N|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
77583|2022-12-14|2024-03-03|S|N|N|N|S|N|N|S|N|S|N|N|N|S|N|N|S|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
49245|2014-04-11|2014-07-17|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|N|S|N|S|N|N|N|Bueno|||||||
56234|2022-02-07|2023-07-20|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N||||||||
56213|2021-07-27|2024-03-02|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Basico|||||||
48749|2005-02-15|2005-02-15|N|N|N|N|N|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S||||||||
25998|2022-03-07|2024-07-30|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
53830|2022-02-04|2024-05-13|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49236|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54844|2022-02-07|2022-08-02|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|S|N|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
26113|2022-09-01|2024-07-04|S|N|S|S|S|N|S|S|S|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
51646|2013-03-27|2013-03-27|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48168|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90084|2023-08-30|2023-08-30|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Basico|Desconoce|Desconoce||
56541|2022-04-11|2023-09-01|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
53299|2017-04-02|2017-04-02|S|N|S|S|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Basico|Desconoce|||
76490|2021-02-25|2024-01-26|S|N|N|N|S|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|||||||
51819|2019-08-26|2019-08-26|S|S|N|N|S|S|S|N|N|S|N|N|S|S|N|S|N|N|N|N|N|S|Muy bueno|||||||
47458|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
105044|2024-04-08|2024-04-08|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico||||Basico|||
78767|2023-02-14|2024-03-10|S|N|N|N|S|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S||||||||
89967|2023-08-24|2023-08-24|S|N|S|N|S|N|S|S|N|S|N|S|S|N|N|N|N|N|N|N|N|S||||||||
48508|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53143|2013-04-19|2013-05-02|S|N|N|S|S|N|S|N|S|S|N|N|N|S|N|N|N|N|S|S|S|S|Muy bueno|Desconoce|Desconoce|Basico|Desconoce|||
48736|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54385|2019-02-15|2019-02-15|S|N|N|N|S|N|N|N|N|S|N|N|S|S|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
48784|2022-06-21|2022-06-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51522|2022-07-12|2024-03-05|S|N|S|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|||||||
51836|2010-02-02|2010-02-02|S|N|N|N|S|N|N|N|N|S|S|S|S|N|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
50665|2022-03-31|2024-03-31|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
90020|2023-08-28|2023-08-28|S|N|N|N|S|N|S|S|N|S|N|N|N|S|N|S|N|N|N|N|S|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
56882|2022-02-10|2023-08-27|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
55745|2021-02-27|2021-07-07|S|N|N|N|S|S|S|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
52953|2015-02-27|2015-02-27|S|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Basico|Basico|Desconoce|||
53649|2016-03-31|2016-03-31|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51591|2018-08-10|2018-12-05|S|S|S|N|S|S|S|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
50389|2003-02-11|2003-02-11|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48449|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51117|2016-02-03|2016-02-03|S|N|N|N|N|N|N|N|N|S|N|N|N|N|N|N|N|N|N|N|S|S|Muy bueno||||Basico|||
52715|2022-10-25|2024-01-30|S|S|S|N|S|S|S|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
57275|2022-08-25|2023-11-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56198|2021-07-27|2022-03-24|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|S|N|N|N|N|N|N|Basico|||||||
56404|2022-09-01|2023-12-04|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Basico|||
56856|2022-06-11|2024-03-16|S|N|N|N|S|N|N|N|N|S|S|N|N|N|N|N|N|N|N|N|S|N||||||||
90013|2023-08-28|2024-03-17|S|N|N|N|S|N|N|N|N|S|S|N|N|N|N|N|S|S|N|N|N|N||||||||
57405|2022-11-03|2023-12-11|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53362|2021-03-12|2021-03-12|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51730|2008-02-21|2008-08-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50468|2002-11-25|2002-11-25|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48685|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48406|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51938|2017-08-31|2017-08-31|S|N|N|N|S|N|N|N|N|S|S|N|N|N|N|N|N|N|N|N|S|N|Basico||||Basico|||
9208|2022-06-21|2022-06-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
