id_persona|fecha_relevamiento|fecha_actualizacion|tecnologia_pc_casa|tecnologia_pc_trabajo|tecnologia_pc_universidad|tecnologia_pc_otro_lugar|tecnologia_int_casa|tecnologia_int_trabajo|tecnologia_int_universidad|tecnologia_int_movil|tecnologia_int_otro_lugar|deportes|deportes_universidad|deportes_gimnasio|deportes_particular|deportes_otro_lugar|deportes_basquet|deportes_futbol|deportes_gimnasia|deportes_handball|deportes_natacion|deportes_tenis|deportes_voley|deportes_otros|nivel_idioma_ingles|nivel_idioma_aleman|nivel_idioma_frances|nivel_idioma_italiano|nivel_idioma_portugues|nivel_idioma_chino|idioma_otro|nivel_idioma_otro
56047|2021-03-25|2021-03-25|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|S|N|N|N|N|N|N|Basico|||||||
50425|2002-04-18|2002-04-18|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55867|2022-08-09|2024-02-21|S|N|N|N|S|N|N|N|N|S|N|S|S|N|N|N|N|N|N|N|N|S|Basico|||||||
48584|2002-12-20|2002-12-20|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53933|2019-10-23|2019-10-23|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
49765|2003-03-27|2003-03-27|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54773|2019-03-21|2019-03-21|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
50329|2016-08-30|2016-08-31|S|S|N|N|S|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Muy bueno||Desconoce|||
56698|2022-10-21|2024-02-02|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|S|N|N|N|N|N|Muy bueno|||||||
47676|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90240|2023-09-06|2023-09-06|N|N|N|N|S|N|N|S|N|S|N|N|S|N|N|N|N|N|N|N|N|S||||||||
55790|2021-03-25|2021-03-25|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
54449|2022-11-18|2024-03-13|S|N|N|N|S|N|N|N|N|S|N|N|S|S|N|S|N|S|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|||
48132|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
89701|2023-08-07|2024-03-08|S|N|N|N|S|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
53453|2022-09-14|2022-10-18|S|N|N|N|S|N|N|N|N|S|N|S|S|N|N|N|N|N|N|N|N|S|Muy bueno||Basico|||||
57333|2022-09-04|2024-03-02|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52252|2010-03-23|2010-03-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
53423|2022-09-01|2024-02-07|S|N|N|N|S|N|N|N|N|S|N|S|S|N|N|N|N|N|S|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
53720|2022-02-23|2024-07-28|S|S|N|N|S|S|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
47520|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53144|2013-04-19|2013-04-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
54744|2022-03-06|2022-03-06|S|N|N|N|S|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
50384|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49493|2010-03-30|2010-04-30|S|N|N|N|N|S|N|N|N|S|N|S|N|S|N|S|N|N|S|N|N|N|Bueno|||||||
48415|2004-03-19|2004-03-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48004|2023-05-05|2023-05-05|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
26900|2022-03-28|2024-03-19|S|N|N|N|S|S|S|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
47885|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50899|2019-10-17|2019-10-17|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Basico|Basico|Desconoce|||
50295|2002-12-03|2002-12-03|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49817|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
103286|2023-12-21|2023-12-21|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
8135|2022-09-25|2022-12-02|S|N|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
54865|2022-04-12|2022-08-06|S|N|N|N|S|S|S|N|S|S|N|S|S|N|N|N|S|N|N|N|N|S|Bueno|||||||
49579|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
47414|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49097|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52470|2020-02-27|2020-02-27|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
53260|2017-03-16|2018-03-17|S|N|N|S|S|N|S|N|S|S|N|S|S|S|N|S|S|N|N|S|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
84181|2023-04-13|2023-04-13|S|N|N|N|S|N|N|S|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
56794|2022-03-21|2024-02-25|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
48150|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54580|2022-02-05|2024-08-19|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
56563|2022-03-09|2022-03-09|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|S|N|N|N|N|N|S|Basico|||||||
56726|2022-11-08|2024-03-22|N|N|N|N|N|N|N|N|N|S|S|S|N|N|N|N|N|N|N|N|N|S||||||||
79024|2023-02-23|2023-02-23|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55192|2022-03-14|2022-03-14|S|N|N|S|S|N|N|N|S|S|N|S|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
48038|2021-10-20|2022-04-18|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Basico|Desconoce|Desconoce|||
53783|2022-09-04|2023-11-15|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|S|Muy bueno|||||||
3302|2021-03-29|2024-03-04|S|S|S|N|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
50962|2004-04-19|2004-04-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56526|2022-03-03|2022-07-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
31263|2022-10-05|2024-03-12|S|N|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
47837|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52093|2020-08-11|2020-08-12|S|S|S|S|S|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|Basico|Desconoce|Desconoce|Basico|||
57306|2022-08-30|2023-11-27|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
95554|2023-02-24|2024-03-08|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|S|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
78878|2023-02-22|2024-07-22|N|S|N|N|S|S|N|S|N|S|N|N|S|S|N|S|N|N|N|S|N|N|Basico||||Basico|||
21005|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
53674|2016-04-01|2016-04-01|S|N|S|S|S|N|S|N|S|S|N|N|S|S|N|N|S|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
50141|2015-02-16|2015-02-16|S|S|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
52261|2015-02-20|2015-02-20|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
51761|2021-05-31|2021-11-30|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
47993|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49166|2009-03-31|2009-03-31|N|N|N|N|N|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N||||||||
28966|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51717|2013-02-13|2013-02-13|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56311|2022-08-18|2023-08-17|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Bueno|Basico|Basico|Desconoce|Desconoce|||
49905|2009-02-09|2009-06-08|S|S|N|N|S|S|S|N|N|S|N|N|S|N|N|S|N|N|S|N|N|N||||||||
22441|2018-05-04|2018-05-04|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
20868|2022-08-08|2022-10-11|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Bueno|||
51291|2020-02-12|2020-02-12|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Muy bueno|Desconoce|Desconoce|Bueno|Desconoce|||
51129|2022-08-30|2022-08-30|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
90166|2023-09-01|2023-09-01|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
102812|2023-12-07|2023-12-07|S|N|N|N|S|N|N|S|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|||Basico|||CATALAN|Bueno
47666|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55628|2022-06-01|2022-08-01|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
51804|2013-03-03|2013-03-03|S|N|N|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
40953|2019-05-20|2019-05-20|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
57126|2022-08-06|2024-06-12|S|N|N|N|S|N|S|S|S|S|N|N|S|N|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
47691|2013-09-12|2013-09-13|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56222|2022-08-24|2023-03-29|S|N|N|S|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
50463|2006-03-02|2006-03-07|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
26800|2022-03-21|2023-08-14|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico||||Basico|||
56491|2022-02-15|2024-06-07|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|||||||
55204|2022-10-03|2023-12-04|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
89756|2023-08-09|2023-08-09|S|N|N|N|S|S|S|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce||
55446|2020-07-15|2021-03-03|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51784|2020-09-11|2023-09-09|S|S|S|N|S|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
55889|2022-06-28|2023-11-24|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
11401|2022-03-25|2024-08-14|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Muy bueno||Basico||||Japonés|Basico
56818|2022-11-10|2022-11-10|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
25307|2022-03-18|2023-08-23|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|S|N|N|N|N|N|Bueno|Desconoce|Basico|Desconoce|Desconoce|Desconoce|Japonés|Basico
54054|2019-02-01|2019-02-01|S|N|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
50978|2004-04-21|2004-06-17|N|N|N|N|N|N|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S||||||||
103644|2024-01-30|2024-01-30|S|N|N|N|S|N|N|S|N|S|N|N|N|S|N|S|N|N|N|N|N|N||||||||
50884|2022-05-13|2022-07-27|S|N|N|N|S|S|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Basico|||
49515|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48408|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52402|2014-02-06|2014-02-06|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
47428|1983-03-29|1983-03-29|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
104068|2024-03-03|2024-03-03|S|S|N|N|S|S|N|S|N|S|N|N|S|N|N|N|S|N|N|N|N|N|Bueno||Basico||Bueno|||
57248|2022-08-21|2022-08-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54825|2022-02-07|2024-03-19|S|N|S|S|S|N|S|N|S|S|N|N|S|S|N|N|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56224|2022-07-15|2023-08-07|S|N|N|N|S|S|N|N|N|S|N|N|S|S|N|S|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
49924|2019-03-30|2019-03-30|N|N|N|S|N|N|N|N|S|S|N|N|N|S|N|N|N|N|N|N|N|S|Bueno|||||||
56711|2022-03-21|2024-03-05|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
47741|2018-05-11|2018-05-11|S|S|N|N|S|S|N|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Basico|||Bueno||||
57410|2022-11-08|2024-04-08|S|N|S|S|S|N|S|N|N|S|N|S|N|N|S|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
57206|2022-08-15|2023-08-29|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|-|Desconoce
53256|2022-08-16|2023-08-18|S|S|S|S|S|S|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
48698|2006-04-12|2006-04-12|N|N|N|N|N|N|N|N|N|S|N|N|S|N|S|N|N|N|S|S|N|S||||||||
48701|2012-12-28|2012-12-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
103076|2023-12-18|2023-12-18|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48781|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
41796|2021-10-19|2021-10-19|S|N|N|N|S|N|N|N|N|S|S|N|N|N|N|S|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
55087|2022-02-09|2022-02-09|S|S|S|N|S|S|S|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
48210|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
5524|2022-11-16|2024-06-25|S|S|S|N|S|S|S|S|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Bueno|||||||
55958|2022-02-16|2022-02-16|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
55133|2022-02-02|2024-02-02|S|N|S|N|S|N|S|N|N|S|N|S|N|N|N|N|S|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
51729|2016-03-03|2016-03-03|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|N|S|N|S|S|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
50630|2015-02-10|2015-02-10|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
56566|2022-08-02|2022-08-16|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
48510|2011-09-14|2011-09-14|S|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
10392|2022-11-21|2024-03-07|S|S|S|N|S|N|S|N|S|S|N|N|S|N|S|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
48355|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
57001|2022-06-27|2023-08-28|S|N|N|S|S|N|N|N|N|S|N|S|S|N|N|S|N|N|N|N|N|S|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
53777|2022-08-17|2024-03-06|S|N|N|S|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|||
54780|2019-03-21|2019-03-21|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
104427|2024-03-01|2024-03-01|S|N|N|N|S|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|||||||
53109|2013-04-11|2013-04-11|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
50570|2003-04-09|2003-04-09|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56739|2022-09-25|2024-04-25|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56587|2022-03-17|2023-08-24|S|N|N|N|S|S|N|N|N|S|N|S|N|N|N|S|S|N|N|N|N|N|Basico|||||||
50026|2003-02-11|2003-02-11|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49780|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
54243|2022-03-28|2022-08-12|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||||||
55591|2022-10-26|2024-04-22|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
53481|2019-10-11|2020-03-02|S|S|S|N|S|S|S|N|N|S|N|S|S|N|N|S|N|N|N|S|N|S|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
56436|2022-02-07|2024-03-04|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Desconoce|Basico|Desconoce|||
48962|2004-04-19|2004-04-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
56825|2022-11-07|2024-02-19|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Basico|Desconoce|Desconoce|||
31724|2003-04-01|2003-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52359|2013-04-16|2013-04-16|S|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno|Desconoce|Desconoce|Desconoce|Desconoce|||
105096|2024-04-16|2024-06-11|S|N|N|N|S|N|N|N|N|S|N|N|S|N|N|S|N|N|N|N|N|N||||||||
78272|2023-02-01|2024-03-25|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
41686|2019-02-13|2019-02-13|S|N|N|N|S|N|S|N|N|S|N|N|S|N|N|N|N|N|N|N|N|S|Muy bueno|Basico|||Basico||Aleman|
56380|2022-09-21|2023-12-12|S|N|N|N|S|N|N|N|N|S|N|N|N|S|S|S|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
48846|2013-03-12|2013-03-12|S|S|N|N|S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
106058|2024-08-19|2024-08-19|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Basico|||||||
53665|2017-02-21|2017-02-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||Basico||||
48066|2005-04-08|2005-04-08|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
49758|2002-04-01|2002-04-01|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52615|2011-04-13|2011-04-13|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
78040|2022-12-27|2022-12-27|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|||Muy bueno||||
48675|2017-04-21|2017-04-21|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55676|2022-11-14|2023-12-03|S|N|N|N|S|N|N|N|N|S|N|S|N|S|N|S|N|N|N|N|N|S|Basico|||||||
9682|2022-02-04|2023-12-29|N|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|No|
48629|2002-12-16|2002-12-16|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
51353|2006-04-19|2006-04-19|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
52164|2009-04-15|2010-02-11|N|N|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce|Desconoce|Desconoce|Desconoce|Desconoce|||
52326|2022-04-19|2022-04-19|S|S|N|N|S|S|N|N|N|S|N|N|N|S|N|N|N|N|N|N|N|S|Basico||Bueno|||||
78811|2023-02-16|2023-11-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55715|2021-02-27|2021-03-17|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Muy bueno||||Basico|||
52583|2014-02-25|2014-02-25|S|N|S|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Basico|Desconoce|||
15270|2022-03-18|2022-03-18|S|N|N|N|S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Bueno|Desconoce|Basico|Basico|Basico|||
53736|2022-02-08|2024-02-21|S|S|S|N|S|S|N|N|N|S|N|S|N|N|N|N|S|N|N|N|N|N|Bueno||Basico||||Latin y griego (trad|
78339|2023-02-02|2024-02-28|S|N|N|N|S|N|N|N|N|S|N|N|N|S|N|S|N|N|N|N|N|N|Basico|Desconoce|Desconoce|Desconoce|Basico|Desconoce||
51302|2010-02-28|2010-02-28|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
89892|2023-08-17|2023-08-17|S|N|N|N|S|N|N|S|N|S|N|S|N|N|N|S|N|N|N|N|N|N|Bueno|||Basico||||
48751|2010-10-16|2011-03-30|S|S|N|N|S|S|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|||||||
67541|2022-12-05|2024-07-02|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N||||||||
55922|2022-02-06|2024-03-13|S|N|N|N|S|N|N|N|N|S|N|S|N|N|N|N|N|N|N|N|N|S|Basico|Desconoce|Desconoce|Desconoce|Desconoce|||
